order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD303346,REST1046,CUST04193,COUR3036,-37.8260999,144.9848703,2020-12-10,10:40:52,0,0,Bike,"[('beef chilli', 1), ('murgh ghee roast', 2)]",40,15.684,4875.0,24,,5.3421
ORD014302,REST0348,CUST08606,COUR3965,-37.8283624,144.98713590000003,2020-11-10,13:19:07,1,0,Motorbike,"[('chole bhature', 3), ('paneer tikka', 1), ('kheer', 3)]",10,90.954,,10,,
ORD171354,REST0348,CUST09974,COUR3165,-37.80526210000001,144.97877130000003,2020-04-10,16:44:50,0,0,Bike,"[('dal makhani', 1), ('mutton curry', 1), ('chicken tikka', 3), ('lassi', 1)]",0,70.14,,24,,
ORD124697,REST1034,CUST05386,COUR1759,-37.8112894,144.9754454,2020-05-21,16:21:05,0,0,Car,"[('dehati chicken', 2), ('butter chicken', 2)]",0,60.82,4184.0,10,,3.7333
ORD224675,REST1046,CUST00438,COUR2183,-37.8153767,144.95105990000002,2020-09-04,20:10:32,0,0,Motorbike,"[('fish fingers', 1), ('draught beer', 2)]",10,28.206,3721.0,7,,3.652
ORD172837,REST1034,CUST03319,COUR4476,-37.8016709,144.9499456,2020-04-10,19:58:40,1,0,Car,"[('manchurian', 3), ('paneer lababdar', 2)]",10,44.856,2372.0,6,,4.8301
ORD093524,REST0348,CUST09525,COUR4087,-37.815402399999996,144.9997664,2020-10-11,19:03:17,1,1,Motorbike,"[('chicken tikka', 2), ('chole bhature', 1), ('dal makhani', 1), ('butter chicken', 2)]",0,74.3,5756.0,12,,6.2451
ORD208074,REST1455,CUST01441,COUR0487,-37.8112315,144.967304,2020-07-31,09:33:37,0,0,Bike,"[('appam', 2), ('beef fry', 2), ('chicken stew', 1), ('egg roast', 1)]",45,58.273,1723.0,9,,3.6322
ORD203505,REST1034,CUST12588,COUR2662,-37.8188826,144.95340259999998,2020-01-05,03:49:27,0,1,Car,"[('butter chicken', 2), ('mango lassi', 3)]",0,76.27,,5,,
ORD093409,REST1034,CUST04721,COUR1235,-37.8080849,144.9292147,2020-02-04,00:35:36,0,0,Car,"[('palak paneer', 2), ('chilli chicken', 1), ('manchurian', 3)]",0,92.4,1515.0,4,,3.129
ORD161504,REST1034,CUST09729,COUR0796,-37.814024200000006,144.98550480000003,2020-09-05,04:01:19,0,1,Motorbike,"[('mango lassi', 1), ('palak paneer', 1), ('paneer lababdar', 3), ('chilli chicken', 3)]",0,100.9,5155.0,10,,4.5205
ORD349036,REST1046,CUST13196,COUR4534,-37.819025399999994,144.9738405,2020-01-19,05:28:21,0,1,Motorbike,"[('french fries', 3), ('murgh ghee roast', 3), ('beef chilli', 3)]",0,105.15,3593.0,7,,4.011
ORD255566,REST0348,CUST07517,COUR1614,-37.815102100000004,144.94502130000004,2020-01-20,22:56:42,0,0,Car,"[('lassi', 1), ('mutton curry', 2)]",45,16.704,763.0,2,,2.8304
ORD003407,REST1046,CUST07645,COUR3992,-37.8134231,144.9412206,2020-10-18,13:38:54,1,1,Car,"[('murgh ghee roast', 3), ('fried rice', 1), ('fish fingers', 3), ('chicken curry', 2)]",40,63.882,1840.0,4,,5.8509
ORD308352,REST0931,CUST03874,COUR4204,-37.7992717,144.97722280000002,2020-05-13,10:17:08,0,0,Motorbike,"[('butter masala dosa', 1), ('filter coffee', 2), ('idli', 3), ('masala dosa', 2)]",0,146.72,,1,,
ORD321799,REST0931,CUST11379,COUR3511,-37.81033239999999,144.9496246,2020-02-09,20:22:25,0,1,Bike,"[('idli', 2), ('masala dosa', 3)]",45,57.58,3481.0,17,,5.4197
ORD338084,REST0348,CUST12457,COUR3635,-37.8188654,144.9539685,2020-11-19,12:59:20,1,0,Car,"[('makke ki roti', 2), ('chole bhature', 3), ('chicken tikka', 1)]",20,79.664,1332.0,3,,4.0073
ORD224809,REST1455,CUST07998,COUR2463,-37.81971729999999,145.0108716,2020-08-07,04:13:11,0,0,Motorbike,"[('chicken curry', 2), ('egg roast', 3), ('appam', 3), ('beef fry', 2)]",20,147.168,4974.0,10,,3.9197
ORD065361,REST0931,CUST07041,COUR1881,-37.8029941,144.9579155,2020-10-10,02:46:09,0,1,Car,"[('chole', 2), ('idli', 3)]",0,93.23,2492.0,6,,4.1837
ORD127156,REST1455,CUST04874,COUR1449,-37.823625799999995,144.9808734,2020-04-28,02:50:06,0,0,Motorbike,"[('sea food', 1), ('chicken curry', 2), ('egg roast', 1)]",0,77.5,,6,,
ORD055792,REST1034,CUST08664,COUR0508,-37.8015275,144.9622044,2020-07-29,06:51:25,0,0,Bike,"[('manchurian', 1), ('chilli chicken', 1), ('mango lassi', 3)]",0,50.01,,16,,
ORD276617,REST0931,CUST06067,COUR3206,-37.8064,144.94148909999998,2020-02-09,03:33:37,0,1,Bike,"[('vada', 3), ('tea', 3), ('chole', 1)]",40,84.282,4284.0,21,,6.0548
ORD204592,REST0348,CUST01420,COUR1501,-37.8098572,144.9678952,2020-08-21,11:24:23,0,0,Car,"[('paneer tikka', 1), ('mutton curry', 1)]",0,28.43,,7,,
ORD046929,REST1455,CUST10731,COUR3568,-37.8118976,144.9866869,2020-08-05,02:50:06,0,0,Motorbike,"[('chicken stew', 1), ('sea food', 1), ('egg roast', 2), ('fish', 1)]",45,48.235,2385.0,5,,3.2198
ORD077219,REST1034,CUST07697,COUR1542,-37.813212799999995,145.0108971,2020-06-16,09:45:29,0,0,Motorbike,"[('butter chicken', 3), ('paneer lababdar', 2)]",0,93.34,7309.0,15,,4.2378
ORD300447,REST1034,CUST12758,COUR0626,-37.816731700000005,144.92745269999998,2020-06-05,18:23:44,1,0,Car,"[('mango lassi', 3), ('palak paneer', 1), ('paneer lababdar', 3)]",10,71.838,,5,,
ORD288956,REST1034,CUST00819,COUR2089,-37.8167697,144.9581959,2020-02-01,02:22:25,0,1,Car,"[('chilli chicken', 2), ('dehati chicken', 1)]",0,31.63,,6,,
ORD315295,REST0931,CUST09419,COUR2106,-37.809563399999995,144.96371090000002,2020-07-13,00:47:28,0,0,Car,"[('chole', 3), ('idli', 1), ('upma', 1)]",0,102.56,,5,,
ORD162459,REST0348,CUST05889,COUR3610,-37.8001227,144.9549143,2020-05-26,04:29:00,0,0,Motorbike,"[('paan ice cream', 3), ('kheer', 3), ('butter chicken', 3), ('makke ki roti', 3)]",0,183.0,,6,,
ORD240463,REST1034,CUST04599,COUR1126,-37.8108454,144.9447809,2020-08-15,10:32:58,0,1,Motorbike,"[('manchurian', 2), ('chilli chicken', 2)]",20,37.152,2141.0,4,,4.2644
ORD212157,REST1455,CUST09603,COUR4052,-37.8128738,144.96418530000003,2020-10-02,10:09:13,0,0,Car,"[('appam', 1), ('chicken curry', 3)]",0,76.42,2128.0,5,,3.3469
ORD063169,REST1034,CUST02324,COUR2911,-37.8255027,144.9653719,2020-04-23,11:56:02,0,0,Motorbike,"[('manchurian', 2), ('chilli chicken', 3)]",0,59.42,,8,,
ORD305899,REST1034,CUST13732,COUR3161,-37.8190884,144.9543375,2020-09-26,10:40:52,0,1,Car,"[('dehati chicken', 1), ('palak paneer', 2), ('manchurian', 2), ('butter chicken', 1)]",0,99.59,,5,,
ORD125615,REST1455,CUST06138,COUR1046,-37.8068782,144.9560174,2020-05-03,05:20:26,0,1,Motorbike,"[('chicken stew', 2), ('beef fry', 1), ('sea food', 1)]",40,44.28,2484.0,5,,4.4412
ORD166769,REST1046,CUST08023,COUR3820,-37.8178766,145.0085414,2020-01-26,10:48:47,0,1,Bike,"[('beef chilli', 2), ('draught beer', 2)]",0,28.84,6894.0,34,,7.163
ORD308055,REST1034,CUST01591,COUR3145,-37.8224899,144.99328730000002,2020-05-08,09:49:27,0,0,Motorbike,"[('butter chicken', 2), ('chilli chicken', 3), ('dehati chicken', 2)]",40,59.856,,12,,
ORD240656,REST1046,CUST05141,COUR2377,-37.8247065,144.95319840000002,2020-03-05,16:29:00,0,0,Car,"[('draught beer', 2), ('fish fingers', 2)]",0,50.32,1559.0,4,,2.849
ORD260382,REST1034,CUST13939,COUR1129,-37.809514799999995,144.9645449,2020-07-20,11:56:02,0,0,Bike,"[('chilli chicken', 2), ('dehati chicken', 2), ('paneer lababdar', 3)]",0,65.98,2874.0,14,,4.0904
ORD109142,REST1034,CUST07677,COUR4055,-37.810947999999996,144.96283259999998,2020-11-23,21:45:29,0,0,Bike,"[('mango lassi', 1), ('chilli chicken', 2), ('paneer lababdar', 3)]",0,63.57,,14,,
ORD074143,REST1046,CUST10217,COUR1159,-37.8044113,144.99356619999998,2020-03-02,20:42:11,0,0,Motorbike,"[('french fries', 2), ('murgh ghee roast', 1)]",0,44.67,,13,,
ORD309219,REST1455,CUST07742,COUR1906,-37.797693599999995,144.9674106,2020-09-09,21:09:53,0,0,Bike,"[('beef fry', 2), ('chicken curry', 1)]",0,56.11,757.0,4,,3.3503
ORD289920,REST1455,CUST06381,COUR2357,-37.815124299999994,144.94519609999998,2020-01-16,00:00:00,0,0,Motorbike,"[('chicken stew', 1), ('appam', 1)]",45,19.234,3476.0,7,,3.5472
ORD035957,REST1034,CUST08570,COUR2935,-37.8061276,144.94005969999998,2020-05-05,20:58:01,0,0,Motorbike,"[('palak paneer', 2), ('chilli chicken', 1)]",0,61.68,1877.0,4,,3.3243
ORD058452,REST1046,CUST02512,COUR3875,-37.814061200000005,144.9999996,2020-02-17,00:23:44,0,0,Motorbike,"[('chicken curry', 1), ('french fries', 3), ('fish fingers', 1)]",45,43.934,,13,,
ORD057543,REST1034,CUST13991,COUR4287,-37.8118593,144.9565238,2020-08-08,17:24:23,0,1,Motorbike,"[('paneer lababdar', 3), ('mango lassi', 1), ('dehati chicken', 2), ('chilli chicken', 1)]",0,61.93,2109.0,4,,4.0377
ORD252158,REST0931,CUST08390,COUR2845,-37.8015088,144.9638554,2020-08-06,15:45:29,0,0,Car,"[('masala dosa', 1), ('butter masala dosa', 1), ('tea', 1)]",0,47.92,,4,,
ORD158871,REST0348,CUST03865,COUR4198,-37.8159539,144.9865358,2020-12-18,15:05:56,0,0,Motorbike,"[('makke ki roti', 3), ('dal makhani', 2), ('kheer', 2)]",0,119.61,4437.0,9,,3.3878
ORD148106,REST1034,CUST01719,COUR2686,-37.8206146,144.9837337,2020-01-02,07:03:17,0,0,Car,"[('palak paneer', 3), ('dehati chicken', 2)]",0,84.39,,12,,
ORD029500,REST1034,CUST05823,COUR3315,-37.810542,144.9808894,2020-06-11,17:56:02,0,0,Car,"[('palak paneer', 3), ('butter chicken', 1), ('paneer lababdar', 2)]",10,105.219,,11,,
ORD082943,REST1455,CUST01837,COUR3403,-37.82199310000001,145.0121695,2020-03-12,00:19:46,0,0,Motorbike,"[('beef fry', 1), ('egg roast', 3), ('chicken curry', 2)]",20,99.472,5351.0,11,,3.8849
ORD056177,REST0348,CUST13137,COUR4450,-37.8123555,144.9898132,2020-10-08,15:33:37,0,0,Bike,"[('paneer tikka', 3), ('chicken tikka', 2), ('butter chicken', 3)]",45,59.752,4824.0,24,,5.2786
ORD161348,REST1046,CUST05937,COUR3216,-37.82049129999999,144.96645049999998,2020-09-15,06:47:28,0,0,Car,"[('french fries', 2), ('chicken curry', 2)]",10,45.324,2892.0,7,,3.4255
ORD062840,REST1034,CUST13699,COUR2634,-37.8191349,144.95435559999999,2020-04-04,17:16:29,0,1,Motorbike,"[('chilli chicken', 3), ('mango lassi', 2), ('dehati chicken', 1), ('palak paneer', 3)]",10,121.968,2216.0,4,,4.0455
ORD053755,REST1046,CUST00048,COUR3562,-37.800816600000005,144.9576,2020-04-09,18:11:52,1,0,Bike,"[('fish fingers', 3), ('chicken curry', 3), ('french fries', 3)]",10,119.232,,21,,
ORD272209,REST1046,CUST02684,COUR4084,-37.7992723,144.9656131,2020-07-20,19:15:09,1,0,Bike,"[('beef chilli', 1), ('fried rice', 3), ('chicken curry', 3), ('murgh ghee roast', 1)]",0,63.27,4962.0,25,,6.5028
ORD126488,REST1046,CUST07313,COUR2413,-37.8215945,144.94565730000002,2020-05-18,20:22:25,0,0,Motorbike,"[('fish fingers', 2), ('beef chilli', 1), ('french fries', 3)]",0,99.78,1398.0,3,,2.7658
ORD274929,REST0348,CUST06896,COUR0326,-37.805499299999994,144.9591122,2020-02-21,01:07:15,0,0,Motorbike,"[('paan ice cream', 1), ('makke ki roti', 1), ('dal makhani', 2), ('mutton curry', 3)]",20,78.608,2673.0,5,,3.3107
ORD076702,REST1034,CUST11220,COUR1973,-37.8001616,144.9460332,2020-10-14,04:52:44,0,0,Motorbike,"[('mango lassi', 3), ('manchurian', 2), ('paneer lababdar', 1), ('butter chicken', 2)]",0,106.31,,4,,
ORD103320,REST0348,CUST08172,COUR1516,-37.816629600000006,145.00568710000002,2020-08-17,23:12:31,0,0,Motorbike,"[('paan ice cream', 3), ('chole bhature', 2), ('dal makhani', 1)]",0,90.39,6247.0,12,,3.8657
ORD048596,REST0348,CUST09126,COUR0253,-37.819027899999995,144.95433799999998,2020-09-16,05:04:36,0,0,Motorbike,"[('paneer tikka', 2), ('kheer', 2)]",0,61.38,1348.0,3,,2.8302
ORD262826,REST0931,CUST04753,COUR0444,-37.805121899999996,144.9261401,2020-05-31,19:15:09,1,1,Motorbike,"[('chole', 1), ('vada', 3), ('tea', 3), ('butter masala dosa', 2)]",0,157.73,5715.0,11,,6.2561
ORD018984,REST0931,CUST06535,COUR3628,-37.8241714,144.9839647,2020-09-13,11:36:15,0,1,Motorbike,"[('masala dosa', 1), ('filter coffee', 3), ('chole', 1), ('vada', 1)]",40,77.412,,7,,
ORD071870,REST1455,CUST12509,COUR2688,-37.8187871,144.95341340000002,2020-06-30,22:17:08,0,0,Bike,"[('fish', 1), ('appam', 3), ('chicken stew', 1), ('chicken curry', 2)]",45,62.546,3490.0,17,,4.5295
ORD252447,REST0931,CUST02834,COUR2778,-37.8188557,144.998089,2020-01-21,14:14:30,0,0,Car,"[('filter coffee', 1), ('butter masala dosa', 2), ('vada', 3), ('idli', 1)]",20,101.152,,9,,
ORD347058,REST1034,CUST07610,COUR3557,-37.8131363,144.93862109999998,2020-01-15,10:05:16,0,0,Bike,"[('butter chicken', 2), ('manchurian', 2)]",0,69.96,,2,,
ORD093152,REST0348,CUST09100,COUR2180,-37.8240477,144.9568801,2020-06-04,21:33:37,0,0,Bike,"[('paan ice cream', 2), ('butter chicken', 2)]",0,52.36,2525.0,13,,3.9298
ORD044564,REST1046,CUST02248,COUR4572,-37.819532200000005,144.9617304,2020-02-01,09:05:56,0,1,Car,"[('french fries', 3), ('chicken curry', 1), ('fish fingers', 2), ('draught beer', 3)]",0,117.4,,7,,
ORD198964,REST0931,CUST11450,COUR1404,-37.8038884,144.96438369999998,2020-12-19,07:50:46,0,1,Motorbike,"[('vada', 1), ('filter coffee', 3), ('chole', 3)]",10,133.065,1819.0,4,,4.2881
ORD252902,REST0931,CUST04134,COUR3963,-37.818861299999995,144.98487360000001,2020-06-24,04:56:42,0,0,Car,"[('upma', 1), ('vada', 2), ('idli', 1), ('tea', 1)]",20,82.176,,6,,
ORD341151,REST1455,CUST12775,COUR4519,-37.807008200000006,144.96273109999998,2020-01-14,00:15:49,0,0,Car,"[('appam', 1), ('chicken curry', 1), ('chicken stew', 3), ('beef fry', 2)]",0,133.04,3343.0,8,,3.4912
ORD126945,REST1455,CUST11037,COUR4646,-37.8086645,144.95073169999998,2020-06-16,16:56:42,0,0,Bike,"[('sea food', 2), ('egg roast', 2), ('beef fry', 2)]",10,96.354,2929.0,15,,4.4228
ORD338368,REST1455,CUST09994,COUR4276,-37.799920799999995,144.9878654,2020-02-21,16:32:58,0,0,Car,"[('beef fry', 2), ('fish', 1), ('chicken stew', 2)]",40,51.846,1433.0,3,,2.8625
ORD218596,REST1455,CUST02383,COUR3155,-37.8214145,144.9503213,2020-07-02,11:52:05,0,0,Bike,"[('chicken stew', 3), ('fish', 2), ('egg roast', 1)]",0,102.93,4029.0,20,,4.5481
ORD228910,REST1046,CUST10377,COUR2555,-37.8251249,144.99199380000002,2020-06-07,00:00:00,0,1,Bike,"[('fried rice', 3), ('french fries', 2)]",10,53.856,5374.0,27,,6.5081
ORD065640,REST0348,CUST11285,COUR4814,-37.8097027,144.9555035,2020-04-22,00:07:54,0,0,Car,"[('dal makhani', 2), ('makke ki roti', 1), ('chicken tikka', 2), ('kheer', 1)]",0,87.46,1949.0,5,,3.2594
ORD049475,REST0931,CUST06995,COUR1672,-37.8061848,144.9551499,2020-11-05,12:43:30,1,0,Car,"[('upma', 1), ('tea', 1), ('idli', 3)]",45,48.642,2890.0,7,,5.136
ORD023966,REST1046,CUST02809,COUR0288,-37.8027457,144.9942956,2020-11-21,03:45:29,0,1,Car,"[('beef chilli', 3), ('french fries', 2), ('murgh ghee roast', 2)]",45,43.087,6561.0,16,,5.237
ORD304007,REST1034,CUST01225,COUR2196,-37.8035393,144.9944731,2020-12-29,12:43:30,1,0,Bike,"[('mango lassi', 1), ('palak paneer', 3), ('dehati chicken', 2)]",20,74.656,5964.0,30,,6.9027
ORD335799,REST0348,CUST04973,COUR2097,-37.81136420000001,144.9734909,2020-09-19,19:27:01,1,1,Motorbike,"[('lassi', 2), ('chicken tikka', 2)]",10,37.368,3177.0,6,,5.9099
ORD213131,REST1046,CUST12508,COUR1399,-37.8194357,144.9521361,2020-11-27,18:11:52,1,0,Motorbike,"[('fish fingers', 2), ('french fries', 1)]",0,55.82,2040.0,4,,4.5827
ORD191964,REST1034,CUST10979,COUR2861,-37.8077658,144.96155349999998,2020-02-28,22:32:58,0,0,Car,"[('chilli chicken', 2), ('palak paneer', 3), ('mango lassi', 1), ('dehati chicken', 1)]",0,113.61,,6,,
ORD183485,REST0348,CUST12873,COUR2391,-37.809670399999995,144.92619390000002,2020-06-26,14:22:25,0,0,Car,"[('kheer', 3), ('chole bhature', 2), ('mutton curry', 2)]",0,90.61,2839.0,7,,3.3162
ORD027475,REST1046,CUST00480,COUR0002,-37.8201555,144.948499,2020-05-15,18:59:20,1,0,Motorbike,"[('fish fingers', 2), ('draught beer', 2), ('murgh ghee roast', 1)]",0,59.27,1538.0,3,,4.2453
ORD010048,REST1046,CUST13972,COUR1005,-37.81024420000001,144.9621553,2020-08-04,14:34:17,0,0,Motorbike,"[('chicken curry', 3), ('draught beer', 1)]",0,28.14,3633.0,7,,3.315
ORD001328,REST1046,CUST05296,COUR1683,-37.817519399999995,144.9693294,2020-10-30,10:36:55,0,0,Bike,"[('murgh ghee roast', 3), ('draught beer', 2), ('french fries', 3)]",40,55.674,,17,,
ORD311440,REST1046,CUST06667,COUR3795,-37.803239500000004,144.93609740000002,2020-11-20,06:07:54,0,0,Motorbike,"[('beef chilli', 1), ('fried rice', 1), ('french fries', 2)]",45,28.6,2979.0,6,,2.7087
ORD201666,REST1455,CUST03963,COUR4534,-37.799762,144.943974,2020-07-21,20:58:01,0,0,Motorbike,"[('appam', 3), ('sea food', 2), ('chicken stew', 1), ('chicken curry', 3)]",10,138.384,2962.0,6,,3.6553
ORD324154,REST1455,CUST11056,COUR3379,-37.807709499999994,144.9555579,2020-01-30,21:01:58,0,0,Motorbike,"[('egg roast', 3), ('chicken curry', 1), ('fish', 1)]",45,52.267,2489.0,5,,3.5205
ORD162753,REST1034,CUST00726,COUR2306,-37.8148701,144.9589902,2020-01-02,14:14:30,0,0,Motorbike,"[('dehati chicken', 1), ('manchurian', 2), ('chilli chicken', 3)]",0,65.09,2586.0,5,,2.8733
ORD030119,REST0348,CUST05939,COUR4619,-37.8205124,144.966366,2020-07-19,17:12:31,0,1,Car,"[('mutton curry', 3), ('dal makhani', 1), ('butter chicken', 2)]",45,37.367,2737.0,7,,3.9511
ORD230424,REST1455,CUST02892,COUR0719,-37.8075137,144.9879565,2020-03-12,04:21:05,0,0,Bike,"[('egg roast', 2), ('sea food', 1)]",20,46.056,,10,,
ORD159227,REST1046,CUST12666,COUR4861,-37.804109999999994,144.9495463,2020-07-19,15:01:58,0,1,Bike,"[('murgh ghee roast', 2), ('fish fingers', 3)]",40,44.904,3523.0,18,,5.3006
ORD154330,REST1455,CUST02658,COUR4478,-37.80602329999999,144.9674647,2020-06-26,21:25:42,0,0,Motorbike,"[('appam', 2), ('sea food', 1), ('fish', 3), ('egg roast', 3)]",0,134.69,1133.0,2,,2.8325
ORD242175,REST0348,CUST05516,COUR3862,-37.801972799999994,144.9825285,2020-10-22,15:09:53,0,0,Motorbike,"[('chole bhature', 1), ('kheer', 1)]",0,27.84,4704.0,9,,3.6805
ORD211245,REST1455,CUST13243,COUR0809,-37.8210245,144.9767611,2020-12-28,18:43:30,1,0,Car,"[('sea food', 1), ('chicken curry', 2), ('appam', 1), ('beef fry', 1)]",0,87.45,2973.0,7,,4.8045
ORD133288,REST1046,CUST00658,COUR2509,-37.8066249,144.9475429,2020-01-30,11:20:26,0,0,Car,"[('chicken curry', 2), ('french fries', 1), ('fish fingers', 1), ('murgh ghee roast', 1)]",0,60.43,3013.0,7,,3.4208
ORD179658,REST1455,CUST01426,COUR4420,-37.808785799999995,144.9678069,2020-05-09,09:49:27,0,1,Car,"[('beef fry', 2), ('fish', 3)]",0,62.75,1556.0,4,,4.2046
ORD299490,REST1455,CUST08179,COUR2933,-37.817640600000004,145.0058551,2020-11-07,12:27:41,1,1,Bike,"[('egg roast', 3), ('chicken stew', 1), ('fish', 3), ('beef fry', 3)]",0,166.45,,22,,
ORD215635,REST0931,CUST01025,COUR4470,-37.8038491,144.9187243,2020-02-09,21:21:45,0,1,Bike,"[('chole', 3), ('vada', 3), ('masala dosa', 2), ('upma', 3)]",45,136.95,6251.0,31,,6.8783
ORD020941,REST1455,CUST00368,COUR1967,-37.820986600000005,144.97612959999998,2020-07-13,08:14:30,0,0,Bike,"[('fish', 1), ('appam', 3), ('beef fry', 2), ('sea food', 3)]",20,103.192,,14,,
ORD248277,REST1455,CUST06830,COUR3867,-37.8025734,144.9722269,2020-08-29,07:11:12,0,1,Bike,"[('chicken stew', 1), ('sea food', 2), ('fish', 2), ('appam', 2)]",10,86.076,514.0,3,,3.7018
ORD326364,REST0931,CUST01456,COUR2602,-37.813653,144.9703941,2020-01-14,06:23:44,0,0,Motorbike,"[('chole', 2), ('masala dosa', 2), ('filter coffee', 3), ('tea', 1)]",0,165.46,,4,,
ORD062446,REST1034,CUST03271,COUR4358,-37.8083253,144.9434194,2020-08-04,13:27:01,1,0,Motorbike,"[('paneer lababdar', 2), ('palak paneer', 1), ('mango lassi', 2), ('chilli chicken', 2)]",0,87.29,1469.0,3,,4.3116
ORD090319,REST1046,CUST07495,COUR3304,-37.815168799999995,144.9450977,2020-11-26,21:09:53,0,0,Motorbike,"[('draught beer', 1), ('fish fingers', 2), ('beef chilli', 3), ('french fries', 2)]",45,57.519,2048.0,4,,2.9007
ORD024666,REST1046,CUST08794,COUR2374,-37.7998526,144.96278610000002,2020-03-19,02:30:19,0,0,Bike,"[('french fries', 1), ('murgh ghee roast', 3)]",20,35.768,,23,,
ORD278120,REST0931,CUST01184,COUR1090,-37.808169899999996,144.99169730000003,2020-01-28,20:30:19,0,0,Motorbike,"[('chole', 2), ('tea', 2), ('butter masala dosa', 1)]",0,82.43,2170.0,4,,2.9238
ORD253272,REST0348,CUST09518,COUR4996,-37.8111497,145.0064638,2020-11-15,20:58:01,0,1,Bike,"[('chole bhature', 3), ('paan ice cream', 2)]",0,75.31,6335.0,32,,6.8342
ORD028996,REST0931,CUST11634,COUR4822,-37.8082762,144.9631593,2020-02-17,06:51:25,0,0,Motorbike,"[('tea', 3), ('vada', 2)]",0,95.18,,5,,
ORD010905,REST1034,CUST08338,COUR0245,-37.8132269,144.9514562,2020-06-08,20:50:06,0,0,Motorbike,"[('manchurian', 1), ('butter chicken', 1), ('palak paneer', 3)]",0,108.03,1627.0,3,,2.8088
ORD022811,REST0348,CUST06869,COUR1189,-37.8060922,144.95843269999997,2020-08-04,04:21:05,0,0,Motorbike,"[('kheer', 2), ('chicken tikka', 3), ('dal makhani', 3), ('paan ice cream', 3)]",40,91.272,2546.0,5,,3.1614
ORD349058,REST1034,CUST07080,COUR0916,-37.8037653,144.95641919999997,2020-04-22,17:00:39,0,0,Bike,"[('manchurian', 1), ('chilli chicken', 2)]",45,19.91,2486.0,12,,4.0643
ORD279400,REST1455,CUST02518,COUR2753,-37.8156898,145.0068825,2020-12-19,04:05:16,0,1,Motorbike,"[('fish', 1), ('chicken stew', 3), ('appam', 3)]",20,91.248,4412.0,9,,4.4201
ORD337672,REST1046,CUST02765,COUR3624,-37.8035311,144.9810821,2020-09-02,05:08:34,0,0,Bike,"[('fish fingers', 1), ('beef chilli', 3), ('chicken curry', 3)]",0,65.66,5384.0,27,,5.2249
ORD141365,REST1046,CUST05072,COUR4629,-37.8203996,144.95739890000002,2020-04-19,02:50:06,0,1,Car,"[('chicken curry', 2), ('fried rice', 2), ('murgh ghee roast', 1), ('draught beer', 1)]",0,45.85,,5,,
ORD331284,REST1455,CUST00350,COUR3446,-37.8200225,144.98509840000003,2020-08-02,10:21:05,0,1,Car,"[('appam', 3), ('beef fry', 1)]",0,59.62,3021.0,7,,4.2363
ORD244809,REST1046,CUST12152,COUR2879,-37.80380170000001,144.9626862,2020-09-26,11:08:34,0,1,Car,"[('chicken curry', 3), ('murgh ghee roast', 2)]",0,39.86,,11,,
ORD152912,REST1455,CUST08189,COUR2949,-37.818661600000006,145.0007874,2020-07-05,12:03:57,1,1,Bike,"[('chicken stew', 3), ('appam', 2)]",40,54.552,4071.0,20,,7.3119
ORD254156,REST1455,CUST11561,COUR0651,-37.8053404,144.9960208,2020-05-13,06:19:46,0,0,Car,"[('egg roast', 2), ('appam', 3), ('chicken stew', 1)]",40,63.798,2444.0,6,,3.1045
ORD109766,REST1034,CUST05506,COUR3499,-37.815276000000004,144.96175390000002,2020-01-29,13:58:40,1,0,Bike,"[('butter chicken', 3), ('manchurian', 3), ('mango lassi', 1)]",10,102.483,,14,,
ORD206106,REST1455,CUST11145,COUR1115,-37.807840999999996,144.9456925,2020-02-18,12:47:28,1,0,Car,"[('egg roast', 2), ('chicken stew', 2), ('chicken curry', 1)]",0,106.15,3300.0,8,,5.1679
ORD142813,REST0931,CUST04214,COUR1180,-37.823916100000005,144.9836785,2020-02-02,03:57:21,0,1,Motorbike,"[('butter masala dosa', 3), ('tea', 1), ('upma', 1), ('filter coffee', 3)]",0,123.66,3404.0,7,,4.4373
ORD157844,REST0348,CUST04529,COUR4808,-37.814767700000004,144.94913480000002,2020-10-12,05:08:34,0,0,Bike,"[('lassi', 2), ('dal makhani', 1)]",0,31.33,2144.0,11,,3.817
ORD226944,REST1034,CUST12252,COUR3245,-37.8076317,144.9421924,2020-07-21,04:21:05,0,0,Car,"[('palak paneer', 1), ('chilli chicken', 3), ('butter chicken', 1), ('mango lassi', 3)]",10,103.338,,4,,
ORD130952,REST1455,CUST11863,COUR2682,-37.810092299999994,144.9960059,2020-04-02,13:23:04,1,0,Bike,"[('beef fry', 1), ('chicken stew', 2), ('egg roast', 3)]",0,124.68,,15,,
ORD302358,REST0931,CUST07875,COUR2771,-37.8160154,144.9851741,2020-03-12,01:19:07,0,0,Car,"[('tea', 3), ('butter masala dosa', 2), ('chole', 3), ('upma', 3)]",0,193.87,2533.0,6,,3.3541
ORD061446,REST1046,CUST09314,COUR4000,-37.8183225,144.96057340000002,2020-10-27,04:56:42,0,0,Car,"[('fish fingers', 3), ('beef chilli', 2)]",0,73.42,,6,,
ORD271925,REST0931,CUST04011,COUR0028,-37.804117299999994,144.9479909,2020-11-25,21:05:56,0,0,Car,"[('butter masala dosa', 2), ('chole', 1)]",0,38.48,3455.0,8,,3.4813
